Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,19,64998,6022651,Los Angeles,Saugus Union,Cedarcreek Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,381,237,62.2%,267,70.1%,372,233,62.6%,262,70.4%,Y
2021-2022,19,64998,6106876,Los Angeles,Saugus Union,Charles Helmers Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,436,66,15.1%,97,22.2%,436,66,15.1%,97,22.2%,Y
2021-2022,19,64998,6022669,Los Angeles,Saugus Union,Emblem Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,734,86,11.7%,112,15.3%,725,85,11.7%,111,15.3%,Y
2021-2022,19,64998,6068860,Los Angeles,Saugus Union,Highlands Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,924,176,19.0%,233,25.2%,922,176,19.1%,233,25.3%,Y
2021-2022,19,64998,6107924,Los Angeles,Saugus Union,James Foster Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,495,97,19.6%,125,25.3%,480,95,19.8%,122,25.4%,Y
2021-2022,19,64998,6112528,Los Angeles,Saugus Union,Mountainview Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,856,95,11.1%,162,18.9%,840,94,11.2%,161,19.2%,Y
2021-2022,19,64998,0000001,Los Angeles,Saugus Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,Y
2021-2022,19,64998,6116495,Los Angeles,Saugus Union,North Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,464,45,9.7%,53,11.4%,463,45,9.7%,53,11.4%,Y
2021-2022,19,64998,6115513,Los Angeles,Saugus Union,Plum Canyon Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,715,91,12.7%,151,21.1%,703,91,12.9%,150,21.3%,Y
2021-2022,19,64998,6022685,Los Angeles,Saugus Union,Rio Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,438,185,42.2%,209,47.7%,438,185,42.2%,209,47.7%,Y
2021-2022,19,64998,6022693,Los Angeles,Saugus Union,Rosedell Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,663,134,20.2%,180,27.1%,648,132,20.4%,178,27.5%,Y
2021-2022,19,64998,6022701,Los Angeles,Saugus Union,Santa Clarita Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,346,128,37.0%,177,51.2%,331,122,36.9%,170,51.4%,Y
2021-2022,19,64998,6022727,Los Angeles,Saugus Union,Skyblue Mesa Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,547,104,19.0%,127,23.2%,533,103,19.3%,125,23.5%,Y
2021-2022,19,64998,0108597,Los Angeles,Saugus Union,Tesoro del Valle Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,486,69,14.2%,84,17.3%,486,69,14.2%,84,17.3%,Y
2021-2022,19,64998,0119230,Los Angeles,Saugus Union,West Creek Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,946,73,7.7%,115,12.2%,936,71,7.6%,113,12.1%,Y
2021-2022,19,65029,6022768,Los Angeles,South Pasadena Unified,Arroyo Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,683,87,12.7%,90,13.2%,670,87,13.0%,90,13.4%,Y
2021-2022,19,65029,6022776,Los Angeles,South Pasadena Unified,Marengo Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,761,115,15.1%,117,15.4%,761,115,15.1%,117,15.4%,Y
2021-2022,19,65029,6022784,Los Angeles,South Pasadena Unified,Monterey Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,584,66,11.3%,66,11.3%,564,65,11.5%,65,11.5%,Y
2021-2022,19,65029,0000001,Los Angeles,South Pasadena Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,2,8.0%,2,8.0%,24,2,8.3%,2,8.3%,Y
2021-2022,19,65029,6058556,Los Angeles,South Pasadena Unified,South Pasadena Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,"1,146",159,13.9%,162,14.1%,"1,146",159,13.9%,162,14.1%,Y
2021-2022,19,65029,1938455,Los Angeles,South Pasadena Unified,South Pasadena Senior High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,450",187,12.9%,197,13.6%,"1,415",181,12.8%,191,13.5%,Y
2021-2022,19,65037,6022800,Los Angeles,South Whittier Elementary,Carmela Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,329,257,78.1%,286,86.9%,328,257,78.4%,286,87.2%,Y
2021-2022,19,65037,6022818,Los Angeles,South Whittier Elementary,Howard J. McKibben Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,349,255,73.1%,298,85.4%,349,255,73.1%,298,85.4%,Y
2021-2022,19,65037,6022826,Los Angeles,South Whittier Elementary,Lake Marie Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,190,143,75.3%,166,87.4%,190,143,75.3%,166,87.4%,Y
2021-2022,19,65037,6022834,Los Angeles,South Whittier Elementary,Loma Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,404,314,77.7%,352,87.1%,395,306,77.5%,344,87.1%,Y
2021-2022,19,65037,6022842,Los Angeles,South Whittier Elementary,Los Altos Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,K,6,493,366,74.2%,425,86.2%,483,359,74.3%,417,86.3%,Y
2021-2022,19,65037,0000001,Los Angeles,South Whittier Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,Y
2021-2022,19,65037,6022859,Los Angeles,South Whittier Elementary,Richard L. Graves Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,6,8,565,410,72.6%,481,85.1%,565,410,72.6%,481,85.1%,Y
2021-2022,19,65045,6022677,Los Angeles,Sulphur Springs Union,Canyon Springs Community Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,523,309,59.1%,376,71.9%,514,305,59.3%,371,72.2%,Y
2021-2022,19,65045,6120513,Los Angeles,Sulphur Springs Union,Fair Oaks Ranch Community,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,877,270,30.8%,385,43.9%,862,265,30.7%,380,44.1%,Y
2021-2022,19,65045,0116616,Los Angeles,Sulphur Springs Union,Golden Oak Community,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,516,84,16.3%,129,25.0%,502,83,16.5%,127,25.3%,Y
2021-2022,19,65045,6022883,Los Angeles,Sulphur Springs Union,Leona H. Cox Community Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,398,190,47.7%,258,64.8%,390,187,47.9%,254,65.1%,Y
2021-2022,19,65045,6022891,Los Angeles,Sulphur Springs Union,Mint Canyon Community Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,630,351,55.7%,421,66.8%,615,341,55.4%,410,66.7%,Y
2021-2022,19,65045,6066807,Los Angeles,Sulphur Springs Union,Mitchell Community Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,576,247,42.9%,341,59.2%,569,243,42.7%,336,59.1%,Y
2021-2022,19,65045,0000001,Los Angeles,Sulphur Springs Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2021-2022,19,65045,6107205,Los Angeles,Sulphur Springs Union,Pinetree Community Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,572,193,33.7%,282,49.3%,562,186,33.1%,274,48.8%,Y
2021-2022,19,65045,6022917,Los Angeles,Sulphur Springs Union,Sulphur Springs Community Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,555,178,32.1%,243,43.8%,537,174,32.4%,237,44.1%,Y
2021-2022,19,65045,6071682,Los Angeles,Sulphur Springs Union,Valley View Community Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,540,301,55.7%,361,66.9%,528,298,56.4%,355,67.2%,Y
2021-2022,19,65052,6022925,Los Angeles,Temple City Unified,Cloverly Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,4,6,354,116,32.8%,124,35.0%,354,116,32.8%,124,35.0%,Y
2021-2022,19,65052,0000000,Los Angeles,Temple City Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,16,9,56.3%,9,56.3%,1,1,100.0%,1,100.0%,Y
2021-2022,19,65052,1995745,Los Angeles,Temple City Unified,Dr. Doug Sears Learning Center,Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,51,27,52.9%,27,52.9%,43,20,46.5%,20,46.5%,Y
2021-2022,19,65052,6022933,Los Angeles,Temple City Unified,Emperor Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,560,162,28.9%,186,33.2%,548,158,28.8%,181,33.0%,Y
2021-2022,19,65052,6022941,Los Angeles,Temple City Unified,La Rosa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,3,471,158,33.5%,176,37.4%,455,155,34.1%,172,37.8%,Y
2021-2022,19,65052,6022958,Los Angeles,Temple City Unified,Longden Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,708,259,36.6%,295,41.7%,698,256,36.7%,292,41.8%,Y
2021-2022,19,65052,0000001,Los Angeles,Temple City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,40.0%,2,40.0%,5,2,40.0%,2,40.0%,Y
2021-2022,19,65052,6022966,Los Angeles,Temple City Unified,Oak Avenue Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,767,250,32.6%,285,37.2%,767,250,32.6%,285,37.2%,Y
2021-2022,19,65052,1938679,Los Angeles,Temple City Unified,Temple City High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,810",536,29.6%,582,32.2%,"1,781",525,29.5%,571,32.1%,Y
2021-2022,19,65052,1995976,Los Angeles,Temple City Unified,Temple City Virtual Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,12,540,223,41.3%,239,44.3%,532,219,41.2%,235,44.2%,Y
2021-2022,19,65060,6022982,Los Angeles,Torrance Unified,Anza Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,582,48,8.2%,52,8.9%,568,45,7.9%,49,8.6%,Y
2021-2022,19,65060,6022990,Los Angeles,Torrance Unified,Arlington Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,543,157,28.9%,194,35.7%,525,150,28.6%,186,35.4%,Y
2021-2022,19,65060,6023089,Los Angeles,Torrance Unified,Bert M. Lynn Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,558,98,17.6%,107,19.2%,558,98,17.6%,107,19.2%,Y
2021-2022,19,65060,6023014,Los Angeles,Torrance Unified,Calle Mayor Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,648,119,18.4%,134,20.7%,648,119,18.4%,134,20.7%,Y
2021-2022,19,65060,6023030,Los Angeles,Torrance Unified,Casimir Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,640,176,27.5%,199,31.1%,640,176,27.5%,199,31.1%,Y
2021-2022,19,65060,0000000,Los Angeles,Torrance Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,73,21,28.8%,21,28.8%,13,11,84.6%,11,84.6%,Y
2021-2022,19,65060,6023063,Los Angeles,Torrance Unified,Edison Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,483,183,37.9%,222,46.0%,466,179,38.4%,215,46.1%,Y
2021-2022,19,65060,6023196,Los Angeles,Torrance Unified,Edward J. Richardson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,637,79,12.4%,82,12.9%,637,79,12.4%,82,12.9%,Y
2021-2022,19,65060,6023022,Los Angeles,Torrance Unified,Evelyn Carr Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,344,174,50.6%,204,59.3%,344,174,50.6%,204,59.3%,Y
2021-2022,19,65060,6023071,Los Angeles,Torrance Unified,Fern Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,501,126,25.1%,136,27.1%,486,122,25.1%,132,27.2%,Y
2021-2022,19,65060,0110320,Los Angeles,Torrance Unified,Gene Drevno Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,N,N/A,N/A,N,7,12,16,7,43.8%,8,50.0%,14,7,50.0%,8,57.1%,Y
2021-2022,19,65060,6023105,Los Angeles,Torrance Unified,Hickory Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,849,126,14.8%,154,18.1%,849,126,14.8%,154,18.1%,Y
2021-2022,19,65060,6023303,Los Angeles,Torrance Unified,Howard Wood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,356,101,28.4%,118,33.1%,339,98,28.9%,114,33.6%,Y
2021-2022,19,65060,6068878,Los Angeles,Torrance Unified,J. H. Hull Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,636,230,36.2%,246,38.7%,636,230,36.2%,246,38.7%,Y
2021-2022,19,65060,6023121,Los Angeles,Torrance Unified,Jefferson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,669,131,19.6%,144,21.5%,669,131,19.6%,144,21.5%,Y
2021-2022,19,65060,6022974,Los Angeles,Torrance Unified,John Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,447,124,27.7%,129,28.9%,430,119,27.7%,124,28.8%,Y
2021-2022,19,65060,6023006,Los Angeles,Torrance Unified,Joseph Arnold Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,611,110,18.0%,118,19.3%,610,109,17.9%,117,19.2%,Y
2021-2022,19,65060,6023147,Los Angeles,Torrance Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,404,109,27.0%,131,32.4%,404,109,27.0%,131,32.4%,Y
2021-2022,19,65060,6023162,Los Angeles,Torrance Unified,Madrona Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,653,125,19.1%,135,20.7%,653,125,19.1%,135,20.7%,Y
2021-2022,19,65060,0000001,Los Angeles,Torrance Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,32,50.0%,32,50.0%,49,25,51.0%,25,51.0%,Y
2021-2022,19,65060,1936277,Los Angeles,Torrance Unified,North High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,748",534,30.5%,600,34.3%,"1,716",520,30.3%,585,34.1%,Y
2021-2022,19,65060,6023170,Los Angeles,Torrance Unified,Philip Magruder Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,528,219,41.5%,246,46.6%,528,219,41.5%,246,46.6%,Y
2021-2022,19,65060,6023220,Los Angeles,Torrance Unified,Riviera Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,588,68,11.6%,72,12.2%,588,68,11.6%,72,12.2%,Y
2021-2022,19,65060,6023238,Los Angeles,Torrance Unified,Seaside Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,503,53,10.5%,61,12.1%,483,52,10.8%,60,12.4%,Y
2021-2022,19,65060,1938083,Los Angeles,Torrance Unified,Shery (Kurt T.) High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,109,48,44.0%,50,45.9%,90,40,44.4%,42,46.7%,Y
2021-2022,19,65060,1938356,Los Angeles,Torrance Unified,South High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,962",281,14.3%,314,16.0%,"1,913",276,14.4%,309,16.2%,Y
2021-2022,19,65060,6023261,Los Angeles,Torrance Unified,Torrance Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,460,236,51.3%,265,57.6%,458,235,51.3%,264,57.6%,Y
2021-2022,19,65060,1938752,Los Angeles,Torrance Unified,Torrance High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,941",485,25.0%,528,27.2%,"1,903",472,24.8%,515,27.1%,Y
2021-2022,19,65060,6023279,Los Angeles,Torrance Unified,Towers Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,597,61,10.2%,64,10.7%,580,60,10.3%,63,10.9%,Y
2021-2022,19,65060,6023287,Los Angeles,Torrance Unified,Victor Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,962,227,23.6%,245,25.5%,962,227,23.6%,245,25.5%,Y
2021-2022,19,65060,6023295,Los Angeles,Torrance Unified,Walteria Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,620,77,12.4%,80,12.9%,605,74,12.2%,77,12.7%,Y
2021-2022,19,65060,1939602,Los Angeles,Torrance Unified,West High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,871",331,17.7%,367,19.6%,"1,827",323,17.7%,358,19.6%,Y
2021-2022,19,65060,6023329,Los Angeles,Torrance Unified,Yukon Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,332,113,34.0%,138,41.6%,313,104,33.2%,129,41.2%,Y
2021-2022,19,65078,6023345,Los Angeles,Valle Lindo Elementary,Dean L. Shively,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,5,8,463,312,67.4%,351,75.8%,463,312,67.4%,351,75.8%,Y
2021-2022,19,65078,6023337,Los Angeles,Valle Lindo Elementary,New Temple,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,4,441,294,66.7%,334,75.7%,415,277,66.7%,315,75.9%,Y
2021-2022,19,65078,0000001,Los Angeles,Valle Lindo Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,Y
2021-2022,19,65094,6023410,Los Angeles,West Covina Unified,California Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,3,6,224,147,65.6%,170,75.9%,224,147,65.6%,170,75.9%,Y
2021-2022,19,65094,0112706,Los Angeles,West Covina Unified,California Virtual Academy @ Los Angeles,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,0838,Directly funded,Y,K,12,"6,152","4,062",66.0%,"4,463",72.5%,"6,047","3,983",65.9%,"4,381",72.4%,Y
2021-2022,19,65094,6023428,Los Angeles,West Covina Unified,Cameron Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,402,265,65.9%,298,74.1%,391,258,66.0%,290,74.2%,Y
2021-2022,19,65094,1938513,Los Angeles,West Covina Unified,Coronado High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,114,81,71.1%,89,78.1%,80,60,75.0%,67,83.8%,Y
2021-2022,19,65094,0122432,Los Angeles,West Covina Unified,Edgewood High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,855,490,57.3%,561,65.6%,846,486,57.4%,557,65.8%,Y
2021-2022,19,65094,6107296,Los Angeles,West Covina Unified,Edgewood Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,545,326,59.8%,372,68.3%,545,326,59.8%,372,68.3%,Y
2021-2022,19,65094,6023477,Los Angeles,West Covina Unified,Hollencrest Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,684,420,61.4%,481,70.3%,684,420,61.4%,481,70.3%,Y
2021-2022,19,65094,6023485,Los Angeles,West Covina Unified,Merced Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,606,348,57.4%,401,66.2%,585,338,57.8%,387,66.2%,Y
2021-2022,19,65094,6023493,Los Angeles,West Covina Unified,Merlinda Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,457,296,64.8%,332,72.6%,443,289,65.2%,324,73.1%,Y
2021-2022,19,65094,6023501,Los Angeles,West Covina Unified,Monte Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,454,269,59.3%,297,65.4%,437,263,60.2%,291,66.6%,Y
2021-2022,19,65094,0137042,Los Angeles,West Covina Unified,Mt. SAC Early College Academy at West Covina,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,300,109,36.3%,135,45.0%,298,109,36.6%,135,45.3%,Y
2021-2022,19,65094,0000001,Los Angeles,West Covina Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,5,55.6%,5,55.6%,8,5,62.5%,5,62.5%,Y
2021-2022,19,65094,6023519,Los Angeles,West Covina Unified,Orangewood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,599,372,62.1%,427,71.3%,588,364,61.9%,419,71.3%,Y
