Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,30,66613,6029615,Orange,Ocean View,Lake View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,5,405,229,56.5%,269,66.4%,400,228,57.0%,267,66.8%,Y
2020-2021,30,66613,6029631,Orange,Ocean View,Marine View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,610,278,45.6%,331,54.3%,610,278,45.6%,331,54.3%,Y
2020-2021,30,66613,6066849,Orange,Ocean View,Mesa View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,852,268,31.5%,329,38.6%,852,268,31.5%,329,38.6%,Y
2020-2021,30,66613,0000001,Orange,Ocean View,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,5,62.5%,5,62.5%,8,5,62.5%,5,62.5%,Y
2020-2021,30,66613,6029656,Orange,Ocean View,Oak View Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,573,529,92.3%,557,97.2%,560,516,92.1%,544,97.1%,Y
2020-2021,30,66613,6029698,Orange,Ocean View,Spring View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,649,315,48.5%,408,62.9%,649,315,48.5%,408,62.9%,Y
2020-2021,30,66613,6029706,Orange,Ocean View,Star View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,411,190,46.2%,252,61.3%,398,185,46.5%,245,61.6%,Y
2020-2021,30,66613,6029722,Orange,Ocean View,Village View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,405,134,33.1%,172,42.5%,401,134,33.4%,171,42.6%,Y
2020-2021,30,66613,6068613,Orange,Ocean View,Vista View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,6,8,532,352,66.2%,420,78.9%,532,352,66.2%,420,78.9%,Y
2020-2021,30,66613,6029730,Orange,Ocean View,Westmont Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,N ,N/A,N/A,N,K,5,371,277,74.7%,311,83.8%,369,277,75.1%,311,84.3%,Y
2020-2021,30,66621,6097364,Orange,Orange Unified,Anaheim Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,495,54,10.9%,54,10.9%,480,52,10.8%,52,10.8%,Y
2020-2021,30,66621,6029748,Orange,Orange Unified,California Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,607,456,75.1%,510,84.0%,587,441,75.1%,494,84.2%,Y
2020-2021,30,66621,6029755,Orange,Orange Unified,Cambridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,467,320,68.5%,358,76.7%,450,308,68.4%,344,76.4%,Y
2020-2021,30,66621,3030046,Orange,Orange Unified,Canyon High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,177",317,14.6%,331,15.2%,"2,128",308,14.5%,322,15.1%,Y
2020-2021,30,66621,6029920,Orange,Orange Unified,Canyon Hills,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,N ,N/A,N/A,N,K,Adult,139,41,29.5%,41,29.5%,42,18,42.9%,18,42.9%,Y
2020-2021,30,66621,6114565,Orange,Orange Unified,Canyon Rim Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,587,103,17.5%,109,18.6%,576,100,17.4%,106,18.4%,Y
2020-2021,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,847,332,39.2%,344,40.6%,847,332,39.2%,344,40.6%,Y
2020-2021,30,66621,6107767,Orange,Orange Unified,Chapman Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,436,78,17.9%,91,20.9%,420,77,18.3%,89,21.2%,Y
2020-2021,30,66621,6029763,Orange,Orange Unified,Crescent Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,727,84,11.6%,93,12.8%,711,82,11.5%,90,12.7%,Y
2020-2021,30,66621,0000000,Orange,Orange Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,16,3,18.8%,3,18.8%,11,2,18.2%,2,18.2%,Y
2020-2021,30,66621,3031952,Orange,Orange Unified,El Modena High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,111",906,42.9%,948,44.9%,"2,061",890,43.2%,932,45.2%,Y
2020-2021,30,66621,6094874,Orange,Orange Unified,El Rancho Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Y,0445,Locally funded,Y,7,8,"1,152",165,14.3%,172,14.9%,"1,152",165,14.3%,172,14.9%,Y
2020-2021,30,66621,6029771,Orange,Orange Unified,Esplanade Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,333,284,85.3%,297,89.2%,326,277,85.0%,290,89.0%,Y
2020-2021,30,66621,6029789,Orange,Orange Unified,Fairhaven Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,450,301,66.9%,334,74.2%,444,297,66.9%,329,74.1%,Y
2020-2021,30,66621,6029797,Orange,Orange Unified,Fletcher Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,439,149,33.9%,164,37.4%,423,144,34.0%,159,37.6%,Y
2020-2021,30,66621,6029805,Orange,Orange Unified,Handy Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,423,345,81.6%,359,84.9%,405,332,82.0%,346,85.4%,Y
2020-2021,30,66621,6096333,Orange,Orange Unified,Imperial Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,473,74,15.6%,82,17.3%,455,71,15.6%,79,17.4%,Y
2020-2021,30,66621,6029821,Orange,Orange Unified,Jordan Academy of Language and Computer Science,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,376,262,69.7%,278,73.9%,359,253,70.5%,267,74.4%,Y
2020-2021,30,66621,6029862,Orange,Orange Unified,La Veta Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,513,228,44.4%,242,47.2%,502,224,44.6%,238,47.4%,Y
2020-2021,30,66621,6029854,Orange,Orange Unified,Lampson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,705,467,66.2%,492,69.8%,680,454,66.8%,478,70.3%,Y
2020-2021,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,398,95,23.9%,109,27.4%,378,92,24.3%,106,28.0%,Y
2020-2021,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,845,183,21.7%,205,24.3%,845,183,21.7%,205,24.3%,Y
2020-2021,30,66621,6071120,Orange,Orange Unified,Nohl Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,524,53,10.1%,56,10.7%,524,53,10.1%,56,10.7%,Y
2020-2021,30,66621,0000001,Orange,Orange Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,9,22.0%,9,22.0%,33,9,27.3%,9,27.3%,Y
2020-2021,30,66621,6029870,Orange,Orange Unified,Olive Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,376,199,52.9%,212,56.4%,366,196,53.6%,209,57.1%,Y
2020-2021,30,66621,0139964,Orange,Orange Unified,Orange County Classical Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,2094,Directly funded,Y,K,12,360,46,12.8%,48,13.3%,342,42,12.3%,44,12.9%,Y
2020-2021,30,66621,3035409,Orange,Orange Unified,Orange High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,703","1,073",63.0%,"1,141",67.0%,"1,659","1,045",63.0%,"1,113",67.1%,Y
2020-2021,30,66621,0102814,Orange,Orange Unified,Orange Unified Pre-K SDC,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,P,K,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2020-2021,30,66621,0114769,Orange,Orange Unified,OUSD Community Day,Unified School District,District Community Day Schools,Community Day School,Not Participating,N ,N/A,N/A,N,7,12,13,5,38.5%,5,38.5%,11,4,36.4%,4,36.4%,Y
2020-2021,30,66621,0140293,Orange,Orange Unified,OUSD EDGE Virtual Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,12,6,1,16.7%,1,16.7%,6,1,16.7%,1,16.7%,Y
2020-2021,30,66621,0118174,Orange,Orange Unified,OUSD Home Sch,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,226,64,28.3%,64,28.3%,222,64,28.8%,64,28.8%,Y
2020-2021,30,66621,6029888,Orange,Orange Unified,Palmyra Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,391,242,61.9%,261,66.8%,376,235,62.5%,252,67.0%,Y
2020-2021,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,385,63,16.4%,71,18.4%,371,61,16.4%,69,18.6%,Y
2020-2021,30,66621,6061725,Orange,Orange Unified,Portola Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,646,427,66.1%,452,70.0%,646,427,66.1%,452,70.0%,Y
2020-2021,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,396,289,73.0%,316,79.8%,396,289,73.0%,316,79.8%,Y
2020-2021,30,66621,3035748,Orange,Orange Unified,Richland Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,252,161,63.9%,162,64.3%,227,147,64.8%,148,65.2%,Y
2020-2021,30,66621,6116586,Orange,Orange Unified,Running Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,597,97,16.2%,101,16.9%,575,93,16.2%,96,16.7%,Y
2020-2021,30,66621,6085328,Orange,Orange Unified,Santiago Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Y,0066,Directly funded,Y,7,8,"1,163",522,44.9%,545,46.9%,"1,163",522,44.9%,545,46.9%,Y
2020-2021,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,510,130,25.5%,137,26.9%,510,130,25.5%,137,26.9%,Y
2020-2021,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,370,266,71.9%,284,76.8%,370,266,71.9%,284,76.8%,Y
2020-2021,30,66621,6029961,Orange,Orange Unified,Taft Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,502,397,79.1%,427,85.1%,487,389,79.9%,418,85.8%,Y
2020-2021,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,636,100,15.7%,108,17.0%,620,94,15.2%,102,16.5%,Y
2020-2021,30,66621,3038098,Orange,Orange Unified,Villa Park High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,185",661,30.3%,694,31.8%,"2,120",648,30.6%,681,32.1%,Y
2020-2021,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,389,268,68.9%,301,77.4%,372,259,69.6%,291,78.2%,Y
2020-2021,30,66621,6061733,Orange,Orange Unified,Yorba Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,6,8,555,422,76.0%,445,80.2%,555,422,76.0%,445,80.2%,Y
2020-2021,30,66647,6068621,Orange,Placentia-Yorba Linda Unified,Bernardo Yorba Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,556,154,27.7%,217,39.0%,556,154,27.7%,217,39.0%,Y
2020-2021,30,66647,6029995,Orange,Placentia-Yorba Linda Unified,Brookhaven Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,450,71,15.8%,128,28.4%,435,71,16.3%,126,29.0%,Y
2020-2021,30,66647,6109102,Orange,Placentia-Yorba Linda Unified,Bryant Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,472,73,15.5%,149,31.6%,454,70,15.4%,144,31.7%,Y
2020-2021,30,66647,3030483,Orange,Placentia-Yorba Linda Unified,Buena Vista Virtual Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,632,120,19.0%,197,31.2%,631,120,19.0%,197,31.2%,Y
2020-2021,30,66647,6030001,Orange,Placentia-Yorba Linda Unified,Charles Wagner Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,399,63,15.8%,115,28.8%,379,62,16.4%,111,29.3%,Y
2020-2021,30,66647,6030019,Orange,Placentia-Yorba Linda Unified,Col. J. K. Tuffree Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,637,196,30.8%,287,45.1%,637,196,30.8%,287,45.1%,Y
2020-2021,30,66647,3031945,Orange,Placentia-Yorba Linda Unified,El Camino Real Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,9,12,138,90,65.2%,100,72.5%,104,70,67.3%,78,75.0%,Y
2020-2021,30,66647,3031929,Orange,Placentia-Yorba Linda Unified,El Dorado High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,004",489,24.4%,716,35.7%,"1,957",476,24.3%,699,35.7%,Y
2020-2021,30,66647,3030053,Orange,Placentia-Yorba Linda Unified,Esperanza High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,493",397,26.6%,597,40.0%,"1,444",386,26.7%,584,40.4%,Y
2020-2021,30,66647,6071146,Orange,Placentia-Yorba Linda Unified,Fairmont Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,809,98,12.1%,183,22.6%,786,95,12.1%,177,22.5%,Y
2020-2021,30,66647,6089478,Orange,Placentia-Yorba Linda Unified,George Key,Unified School District,Special Education Schools (Public),Special Education School,CEP,N ,N/A,N/A,N,K,Adult,115,28,24.3%,34,29.6%,37,10,27.0%,12,32.4%,Y
2020-2021,30,66647,6030027,Orange,Placentia-Yorba Linda Unified,Glenknoll Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,410,56,13.7%,103,25.1%,395,55,13.9%,101,25.6%,Y
2020-2021,30,66647,6085641,Orange,Placentia-Yorba Linda Unified,Glenview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,601,219,36.4%,301,50.1%,585,216,36.9%,295,50.4%,Y
2020-2021,30,66647,6030035,Orange,Placentia-Yorba Linda Unified,Golden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,763,97,12.7%,169,22.1%,744,97,13.0%,166,22.3%,Y
2020-2021,30,66647,6097018,Orange,Placentia-Yorba Linda Unified,John O. Tynes Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,752,440,58.5%,519,69.0%,725,427,58.9%,504,69.5%,Y
2020-2021,30,66647,6030043,Orange,Placentia-Yorba Linda Unified,Kraemer Middle,Unified School District,Junior High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,"1,082",419,38.7%,540,49.9%,"1,082",419,38.7%,540,49.9%,Y
2020-2021,30,66647,0109678,Orange,Placentia-Yorba Linda Unified,Lakeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,416,65,15.6%,98,23.6%,401,64,16.0%,96,23.9%,Y
2020-2021,30,66647,6095160,Orange,Placentia-Yorba Linda Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,371,70,18.9%,112,30.2%,357,70,19.6%,111,31.1%,Y
2020-2021,30,66647,6030936,Orange,Placentia-Yorba Linda Unified,Mabel M. Paine Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,373,103,27.6%,143,38.3%,349,95,27.2%,134,38.4%,Y
2020-2021,30,66647,0102897,Orange,Placentia-Yorba Linda Unified,Melrose Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,463,414,89.4%,430,92.9%,446,399,89.5%,414,92.8%,Y
2020-2021,30,66647,6030050,Orange,Placentia-Yorba Linda Unified,Morse Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,374,211,56.4%,263,70.3%,362,206,56.9%,256,70.7%,Y
2020-2021,30,66647,0000001,Orange,Placentia-Yorba Linda Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,5,33.3%,5,33.3%,14,5,35.7%,5,35.7%,Y
2020-2021,30,66647,6119556,Orange,Placentia-Yorba Linda Unified,Parkview,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,476,66,13.9%,111,23.3%,455,64,14.1%,108,23.7%,Y
2020-2021,30,66647,6030076,Orange,Placentia-Yorba Linda Unified,Rio Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,5,755,531,70.3%,599,79.3%,720,511,71.0%,577,80.1%,Y
2020-2021,30,66647,6030951,Orange,Placentia-Yorba Linda Unified,Rose Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,367,88,24.0%,120,32.7%,345,84,24.3%,115,33.3%,Y
2020-2021,30,66647,6030084,Orange,Placentia-Yorba Linda Unified,Ruby Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,356,245,68.8%,302,84.8%,347,240,69.2%,293,84.4%,Y
2020-2021,30,66647,6030092,Orange,Placentia-Yorba Linda Unified,Sierra Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,482,135,28.0%,197,40.9%,462,131,28.4%,191,41.3%,Y
2020-2021,30,66647,6085633,Orange,Placentia-Yorba Linda Unified,Topaz Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,476,406,85.3%,444,93.3%,455,387,85.1%,424,93.2%,Y
2020-2021,30,66647,6106009,Orange,Placentia-Yorba Linda Unified,Travis Ranch,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,"1,227",167,13.6%,304,24.8%,"1,201",164,13.7%,299,24.9%,Y
2020-2021,30,66647,0116525,Orange,Placentia-Yorba Linda Unified,Valadez Middle School Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N ,N/A,N/A,N,6,8,700,578,82.6%,661,94.4%,700,578,82.6%,661,94.4%,Y
2020-2021,30,66647,3038023,Orange,Placentia-Yorba Linda Unified,Valencia High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,628","1,344",51.1%,"1,701",64.7%,"2,576","1,318",51.2%,"1,664",64.6%,Y
2020-2021,30,66647,6030100,Orange,Placentia-Yorba Linda Unified,Van Buren Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,571,202,35.4%,273,47.8%,551,194,35.2%,262,47.5%,Y
2020-2021,30,66647,6097000,Orange,Placentia-Yorba Linda Unified,Woodsboro Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,464,139,30.0%,182,39.2%,449,135,30.1%,176,39.2%,Y
2020-2021,30,66647,0119404,Orange,Placentia-Yorba Linda Unified,Yorba Linda High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,697",234,13.8%,393,23.2%,"1,646",228,13.9%,384,23.3%,Y
2020-2021,30,66647,6030969,Orange,Placentia-Yorba Linda Unified,Yorba Linda Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,772,164,21.2%,253,32.8%,772,164,21.2%,253,32.8%,Y
2020-2021,30,66670,6030308,Orange,Santa Ana Unified,Abraham Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,646,523,81.0%,567,87.8%,639,519,81.2%,562,87.9%,Y
