Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,33,67173,6032403,Riverside,Palm Springs Unified,Cathedral City Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,697,644,92.4%,682,97.8%,683,633,92.7%,670,98.1%,Y
2019-2020,33,67173,6032411,Riverside,Palm Springs Unified,Cielo Vista Charter,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,1173,Locally funded,N,K,8,869,537,61.8%,628,72.3%,854,530,62.1%,616,72.1%,Y
2019-2020,33,67173,6032429,Riverside,Palm Springs Unified,Bella Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,782,689,88.1%,766,98.0%,769,677,88.0%,753,97.9%,Y
2019-2020,33,67173,6032437,Riverside,Palm Springs Unified,Katherine Finchy Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,603,446,74.0%,485,80.4%,593,440,74.2%,478,80.6%,Y
2019-2020,33,67173,6032445,Riverside,Palm Springs Unified,Rancho Mirage Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,383,254,66.3%,291,76.0%,373,246,66.0%,281,75.3%,Y
2019-2020,33,67173,6032452,Riverside,Palm Springs Unified,Vista del Monte Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,536,438,81.7%,488,91.0%,523,428,81.8%,477,91.2%,Y
2019-2020,33,67173,6059091,Riverside,Palm Springs Unified,Nellie N. Coffman Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,056",910,86.2%,"1,013",95.9%,"1,056",910,86.2%,"1,013",95.9%,Y
2019-2020,33,67173,6059109,Riverside,Palm Springs Unified,Raymond Cree Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,835,668,80.0%,730,87.4%,835,668,80.0%,730,87.4%,Y
2019-2020,33,67173,6102560,Riverside,Palm Springs Unified,Julius Corsini Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,481,448,93.1%,469,97.5%,474,441,93.0%,462,97.5%,Y
2019-2020,33,67173,6106207,Riverside,Palm Springs Unified,Della S. Lindley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,600,490,81.7%,567,94.5%,593,483,81.5%,560,94.4%,Y
2019-2020,33,67173,6107601,Riverside,Palm Springs Unified,Landau Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,704,554,78.7%,654,92.9%,691,545,78.9%,643,93.1%,Y
2019-2020,33,67173,6108443,Riverside,Palm Springs Unified,Desert Springs Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,918,803,87.5%,862,93.9%,918,803,87.5%,862,93.9%,Y
2019-2020,33,67173,6108450,Riverside,Palm Springs Unified,Sunny Sands Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,718,541,75.3%,669,93.2%,706,532,75.4%,658,93.2%,Y
2019-2020,33,67173,6111025,Riverside,Palm Springs Unified,Bubbling Wells Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,743,647,87.1%,700,94.2%,727,633,87.1%,685,94.2%,Y
2019-2020,33,67173,6112692,Riverside,Palm Springs Unified,James Workman Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,"1,254",890,71.0%,"1,049",83.7%,"1,254",890,71.0%,"1,049",83.7%,Y
2019-2020,33,67173,6115448,Riverside,Palm Springs Unified,Two Bunch Palms Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,784,695,88.6%,754,96.2%,771,684,88.7%,742,96.2%,Y
2019-2020,33,67181,0138610,Riverside,Palo Verde Unified,Scale Leadership Academy - East,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,2019,Directly funded,Y,K,12,997,467,46.8%,467,46.8%,969,450,46.4%,450,46.4%,Y
2019-2020,33,67181,3331139,Riverside,Palo Verde Unified,Twin Palms Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,85,63,74.1%,65,76.5%,63,45,71.4%,47,74.6%,Y
2019-2020,33,67181,3335759,Riverside,Palo Verde Unified,Palo Verde High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,824,477,57.9%,541,65.7%,806,465,57.7%,528,65.5%,Y
2019-2020,33,67181,6032460,Riverside,Palo Verde Unified,Felix J. Appleby Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,652,536,82.2%,544,83.4%,640,525,82.0%,532,83.1%,Y
2019-2020,33,67181,6032478,Riverside,Palo Verde Unified,Margaret White Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,692,510,73.7%,520,75.1%,678,501,73.9%,511,75.4%,Y
2019-2020,33,67181,6032494,Riverside,Palo Verde Unified,Ruth Brown Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,610,475,77.9%,479,78.5%,610,475,77.9%,479,78.5%,Y
2019-2020,33,67199,0000001,Riverside,Perris Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2019-2020,33,67199,0110577,Riverside,Perris Elementary,Railway Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,836,662,79.2%,752,90.0%,822,651,79.2%,738,89.8%,Y
2019-2020,33,67199,0110585,Riverside,Perris Elementary,Sky View Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,657,510,77.6%,567,86.3%,638,500,78.4%,555,87.0%,Y
2019-2020,33,67199,0133579,Riverside,Perris Elementary,Clearwater Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,656,456,69.5%,537,81.9%,656,456,69.5%,537,81.9%,Y
2019-2020,33,67199,6032502,Riverside,Perris Elementary,Good Hope Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,580,517,89.1%,540,93.1%,570,509,89.3%,531,93.2%,Y
2019-2020,33,67199,6032510,Riverside,Perris Elementary,Perris Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,708,612,86.4%,645,91.1%,695,602,86.6%,634,91.2%,Y
2019-2020,33,67199,6105571,Riverside,Perris Elementary,Innovative Horizons Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1294,Locally funded,N,K,8,926,621,67.1%,769,83.0%,926,621,67.1%,769,83.0%,Y
2019-2020,33,67199,6111843,Riverside,Perris Elementary,Palms Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,760,597,78.6%,643,84.6%,751,591,78.7%,637,84.8%,Y
2019-2020,33,67199,6120547,Riverside,Perris Elementary,Enchanted Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,482,407,84.4%,433,89.8%,476,402,84.5%,428,89.9%,Y
2019-2020,33,67207,0000001,Riverside,Perris Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33,7,21.2%,7,21.2%,17,6,35.3%,6,35.3%,Y
2019-2020,33,67207,0101170,Riverside,Perris Union High,California Military Institute,High School District,K-12 Schools (Public),Traditional,CEP,Yes,0529,Locally funded,N,5,12,"1,048",765,73.0%,935,89.2%,"1,039",756,72.8%,926,89.1%,Y
2019-2020,33,67207,0113191,Riverside,Perris Union High,Heritage High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,878","1,616",56.2%,"1,978",68.7%,"2,811","1,578",56.1%,"1,924",68.4%,Y
2019-2020,33,67207,0134981,Riverside,Perris Union High,Scholar Plus Online Learning,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,7,12,74,47,63.5%,47,63.5%,71,45,63.4%,45,63.4%,Y
2019-2020,33,67207,0137620,Riverside,Perris Union High,Pathways for Adult Life Skills,High School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,12,12,83,59,71.1%,64,77.1%,3,2,66.7%,3,100.0%,Y
2019-2020,33,67207,3330172,Riverside,Perris Union High,Perris Lake High (Continuation),High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,284,206,72.5%,234,82.4%,250,180,72.0%,207,82.8%,Y
2019-2020,33,67207,3330727,Riverside,Perris Union High,Paloma Valley High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"3,174","1,258",39.6%,"1,637",51.6%,"3,115","1,236",39.7%,"1,607",51.6%,Y
2019-2020,33,67207,3335973,Riverside,Perris Union High,Perris High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,175","1,720",79.1%,"1,947",89.5%,"2,118","1,672",78.9%,"1,896",89.5%,Y
2019-2020,33,67207,6106223,Riverside,Perris Union High,Pinacate Middle,High School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,"1,104",938,85.0%,"1,056",95.7%,"1,104",938,85.0%,"1,056",95.7%,Y
2019-2020,33,67215,0000001,Riverside,Riverside Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,19,39.6%,19,39.6%,36,13,36.1%,13,36.1%,Y
2019-2020,33,67215,0100545,Riverside,Riverside Unified,Lake Mathews Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,817,183,22.4%,229,28.0%,802,178,22.2%,224,27.9%,Y
2019-2020,33,67215,0111252,Riverside,Riverside Unified,Mark Twain Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,"1,068",305,28.6%,400,37.5%,"1,039",297,28.6%,390,37.5%,Y
2019-2020,33,67215,0114181,Riverside,Riverside Unified,Patricia Beatty Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,605,460,76.0%,544,89.9%,595,450,75.6%,534,89.7%,Y
2019-2020,33,67215,0115709,Riverside,Riverside Unified,Riverside Virtual,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,12,98,35,35.7%,45,45.9%,95,34,35.8%,44,46.3%,Y
2019-2020,33,67215,0119180,Riverside,Riverside Unified,Frank Augustus Miller Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,"1,035",352,34.0%,467,45.1%,"1,035",352,34.0%,467,45.1%,Y
2019-2020,33,67215,0126128,Riverside,Riverside Unified,REACH Leadership STEAM Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1409,Directly funded,Y,K,6,604,293,48.5%,347,57.5%,584,287,49.1%,341,58.4%,Y
2019-2020,33,67215,0131359,Riverside,Riverside Unified,Riverside STEM Academy,Unified School District,K-12 Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,5,12,656,154,23.5%,213,32.5%,654,154,23.5%,213,32.6%,Y
2019-2020,33,67215,0132498,Riverside,Riverside Unified,Encore High School for the Arts - Riverside,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,1747,Directly funded,Y,7,12,809,281,34.7%,301,37.2%,798,276,34.6%,296,37.1%,Y
2019-2020,33,67215,3330024,Riverside,Riverside Unified,Arlington High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,856","1,057",57.0%,"1,317",71.0%,"1,830","1,043",57.0%,"1,300",71.0%,Y
2019-2020,33,67215,3330362,Riverside,Riverside Unified,Summit View Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,244,119,48.8%,127,52.0%,214,98,45.8%,106,49.5%,Y
2019-2020,33,67215,3330511,Riverside,Riverside Unified,Opportunity Program,Unified School District,Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,7,12,67,49,73.1%,51,76.1%,66,48,72.7%,50,75.8%,Y
2019-2020,33,67215,3330677,Riverside,Riverside Unified,Raincross High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,135,88,65.2%,96,71.1%,117,79,67.5%,86,73.5%,Y
2019-2020,33,67215,3330859,Riverside,Riverside Unified,Martin Luther King Jr. High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"3,058",795,26.0%,"1,063",34.8%,"3,011",780,25.9%,"1,045",34.7%,Y
2019-2020,33,67215,3334406,Riverside,Riverside Unified,John W. North High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,254","1,437",63.8%,"1,694",75.2%,"2,201","1,400",63.6%,"1,652",75.1%,Y
2019-2020,33,67215,3336237,Riverside,Riverside Unified,Polytechnic High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,515","1,145",45.5%,"1,394",55.4%,"2,472","1,123",45.4%,"1,368",55.3%,Y
2019-2020,33,67215,3336492,Riverside,Riverside Unified,Ramona High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,030","1,333",65.7%,"1,647",81.1%,"1,988","1,305",65.6%,"1,613",81.1%,Y
2019-2020,33,67215,3336955,Riverside,Riverside Unified,Abraham Lincoln Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,196,163,83.2%,180,91.8%,174,145,83.3%,160,92.0%,Y
2019-2020,33,67215,6032528,Riverside,Riverside Unified,Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,558,375,67.2%,446,79.9%,544,364,66.9%,434,79.8%,Y
2019-2020,33,67215,6032536,Riverside,Riverside Unified,Alcott Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,739,357,48.3%,417,56.4%,728,355,48.8%,415,57.0%,Y
2019-2020,33,67215,6032544,Riverside,Riverside Unified,Bryant Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,454,267,58.8%,304,67.0%,450,263,58.4%,300,66.7%,Y
2019-2020,33,67215,6032569,Riverside,Riverside Unified,Castle View Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,621,254,40.9%,287,46.2%,619,254,41.0%,287,46.4%,Y
2019-2020,33,67215,6032577,Riverside,Riverside Unified,Emerson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,670,462,69.0%,540,80.6%,659,454,68.9%,530,80.4%,Y
2019-2020,33,67215,6032585,Riverside,Riverside Unified,Fremont Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,552,470,85.1%,515,93.3%,539,458,85.0%,503,93.3%,Y
2019-2020,33,67215,6032601,Riverside,Riverside Unified,Harrison Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,492,259,52.6%,309,62.8%,482,253,52.5%,302,62.7%,Y
2019-2020,33,67215,6032619,Riverside,Riverside Unified,Hawthorne Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,711,447,62.9%,540,75.9%,701,439,62.6%,532,75.9%,Y
2019-2020,33,67215,6032627,Riverside,Riverside Unified,Highgrove Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,788,659,83.6%,723,91.8%,769,644,83.7%,707,91.9%,Y
2019-2020,33,67215,6032635,Riverside,Riverside Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,658,519,78.9%,582,88.4%,653,517,79.2%,580,88.8%,Y
2019-2020,33,67215,6032650,Riverside,Riverside Unified,Jackson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,748,600,80.2%,697,93.2%,740,593,80.1%,690,93.2%,Y
2019-2020,33,67215,6032668,Riverside,Riverside Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,974,697,71.6%,821,84.3%,963,691,71.8%,813,84.4%,Y
2019-2020,33,67215,6032684,Riverside,Riverside Unified,Liberty Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,674,558,82.8%,624,92.6%,659,546,82.9%,610,92.6%,Y
2019-2020,33,67215,6032692,Riverside,Riverside Unified,Longfellow Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,724,657,90.7%,692,95.6%,713,647,90.7%,682,95.7%,Y
2019-2020,33,67215,6032700,Riverside,Riverside Unified,Madison Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,711,576,81.0%,627,88.2%,699,570,81.5%,619,88.6%,Y
2019-2020,33,67215,6032718,Riverside,Riverside Unified,Magnolia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,635,350,55.1%,400,63.0%,621,345,55.6%,394,63.4%,Y
2019-2020,33,67215,6032726,Riverside,Riverside Unified,Monroe Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,612,434,70.9%,511,83.5%,601,427,71.0%,501,83.4%,Y
2019-2020,33,67215,6032734,Riverside,Riverside Unified,Mountain View Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,836,544,65.1%,641,76.7%,820,531,64.8%,627,76.5%,Y
2019-2020,33,67215,6032742,Riverside,Riverside Unified,Pachappa Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,729,444,60.9%,531,72.8%,719,438,60.9%,524,72.9%,Y
2019-2020,33,67215,6032767,Riverside,Riverside Unified,Sunshine Special Education,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,84,39,46.4%,57,67.9%,6,4,66.7%,4,66.7%,Y
2019-2020,33,67215,6032775,Riverside,Riverside Unified,Victoria Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,580,361,62.2%,418,72.1%,564,349,61.9%,406,72.0%,Y
2019-2020,33,67215,6032783,Riverside,Riverside Unified,Washington Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,827,408,49.3%,495,59.9%,814,402,49.4%,489,60.1%,Y
2019-2020,33,67215,6059125,Riverside,Riverside Unified,Central Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,700,444,63.4%,550,78.6%,700,444,63.4%,550,78.6%,Y
2019-2020,33,67215,6059133,Riverside,Riverside Unified,Matthew Gage Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,948,473,49.9%,566,59.7%,948,473,49.9%,566,59.7%,Y
2019-2020,33,67215,6059141,Riverside,Riverside Unified,Sierra Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,840,584,69.5%,708,84.3%,840,584,69.5%,708,84.3%,Y
2019-2020,33,67215,6059158,Riverside,Riverside Unified,University Heights Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,870,747,85.9%,831,95.5%,870,747,85.9%,831,95.5%,Y
2019-2020,33,67215,6061790,Riverside,Riverside Unified,Chemawa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,964,669,69.4%,830,86.1%,964,669,69.4%,830,86.1%,Y
2019-2020,33,67215,6099188,Riverside,Riverside Unified,Woodcrest Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,676,286,42.3%,351,51.9%,664,280,42.2%,344,51.8%,Y
2019-2020,33,67215,6107957,Riverside,Riverside Unified,William Howard Taft Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,619,355,57.4%,412,66.6%,602,348,57.8%,405,67.3%,Y
2019-2020,33,67215,6109011,Riverside,Riverside Unified,Benjamin Franklin Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,839,166,19.8%,233,27.8%,826,158,19.1%,225,27.2%,Y
2019-2020,33,67215,6112668,Riverside,Riverside Unified,Amelia Earhart Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,948,276,29.1%,345,36.4%,948,276,29.1%,345,36.4%,Y
