Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2017-18 
CALPADS Fall 1 
Certification Status"
2017-2018,36,67710,6110670,San Bernardino,Fontana Unified,Canyon Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,498,354,71.1%,425,85.3%,498,354,71.1%,425,85.3%,Y
2017-2018,36,67710,6110688,San Bernardino,Fontana Unified,Mango Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,552,423,76.6%,470,85.1%,552,423,76.6%,470,85.1%,Y
2017-2018,36,67710,6111173,San Bernardino,Fontana Unified,Hemlock Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,416,242,58.2%,293,70.4%,400,237,59.3%,285,71.3%,Y
2017-2018,36,67710,6113351,San Bernardino,Fontana Unified,Harry S. Truman Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,1205,973,80.7%,1098,91.1%,1205,973,80.7%,1098,91.1%,Y
2017-2018,36,67710,6114052,San Bernardino,Fontana Unified,Date Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,693,613,88.5%,638,92.1%,680,601,88.4%,625,91.9%,Y
2017-2018,36,67710,6115984,San Bernardino,Fontana Unified,Citrus Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,783,621,79.3%,689,88.0%,783,621,79.3%,689,88.0%,Y
2017-2018,36,67710,6119986,San Bernardino,Fontana Unified,Sierra Lakes Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,671,311,46.3%,378,56.3%,671,311,46.3%,378,56.3%,Y
2017-2018,36,67710,6120042,San Bernardino,Fontana Unified,Ted Porter Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,739,528,71.4%,568,76.9%,727,521,71.7%,559,76.9%,Y
2017-2018,36,67736,0116723,San Bernardino,Helendale Elementary,Academy of Careers and Exploration,Elementary School District,High Schools (Public),Traditional,N/A,Yes,0968,Locally funded,N,7,12,321,163,50.8%,182,56.7%,317,161,50.8%,180,56.8%,Y
2017-2018,36,67736,0128439,San Bernardino,Helendale Elementary,Empire Springs Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1592,Directly funded,Y,K,12,1082,341,31.5%,467,43.2%,1065,336,31.5%,458,43.0%,Y
2017-2018,36,67736,0130948,San Bernardino,Helendale Elementary,Independence Charter Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1679,Locally funded,N,K,12,177,100,56.5%,117,66.1%,170,98,57.6%,114,67.1%,Y
2017-2018,36,67736,0131151,San Bernardino,Helendale Elementary,Alta Vista South Public Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1691,Directly funded,Y,K,12,746,612,82.0%,657,88.1%,537,444,82.7%,475,88.5%,Y
2017-2018,36,67736,0136069,San Bernardino,Helendale Elementary,Community Collaborative Virtual - Sage Oak Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1885,Directly funded,Y,K,12,232,58,25.0%,76,32.8%,225,56,24.9%,74,32.9%,Y
2017-2018,36,67736,6035935,San Bernardino,Helendale Elementary,Helendale Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,499,221,44.3%,265,53.1%,480,215,44.8%,257,53.5%,Y
2017-2018,36,67736,6107072,San Bernardino,Helendale Elementary,Riverview Middle,Elementary School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,164,70,42.7%,84,51.2%,164,70,42.7%,84,51.2%,Y
2017-2018,36,67777,0000001,San Bernardino,Morongo Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,13,65.0%,13,65.0%,17,12,70.6%,12,70.6%,Y
2017-2018,36,67777,3630217,San Bernardino,Morongo Unified,Black Rock Alternative/Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,121,99,81.8%,102,84.3%,94,79,84.0%,82,87.2%,Y
2017-2018,36,67777,3636743,San Bernardino,Morongo Unified,Twentynine Palms High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,821,425,51.8%,480,58.5%,779,403,51.7%,455,58.4%,Y
2017-2018,36,67777,3638616,San Bernardino,Morongo Unified,Yucca Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1417,876,61.8%,942,66.5%,1372,849,61.9%,911,66.4%,Y
2017-2018,36,67777,6035984,San Bernardino,Morongo Unified,Joshua Tree Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,340,276,81.2%,290,85.3%,326,268,82.2%,282,86.5%,Y
2017-2018,36,67777,6035992,San Bernardino,Morongo Unified,Morongo Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,198,142,71.7%,150,75.8%,198,142,71.7%,150,75.8%,Y
2017-2018,36,67777,6036008,San Bernardino,Morongo Unified,Oasis Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,616,437,70.9%,469,76.1%,615,436,70.9%,468,76.1%,Y
2017-2018,36,67777,6036016,San Bernardino,Morongo Unified,Palm Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,418,335,80.1%,356,85.2%,418,335,80.1%,356,85.2%,Y
2017-2018,36,67777,6036024,San Bernardino,Morongo Unified,Twentynine Palms Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,649,277,42.7%,335,51.6%,635,273,43.0%,328,51.7%,Y
2017-2018,36,67777,6036032,San Bernardino,Morongo Unified,Twentynine Palms Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,512,269,52.5%,308,60.2%,512,269,52.5%,308,60.2%,Y
2017-2018,36,67777,6036040,San Bernardino,Morongo Unified,Yucca Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,595,500,84.0%,514,86.4%,595,500,84.0%,514,86.4%,Y
2017-2018,36,67777,6105589,San Bernardino,Morongo Unified,Yucca Mesa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,416,286,68.8%,313,75.2%,416,286,68.8%,313,75.2%,Y
2017-2018,36,67777,6106579,San Bernardino,Morongo Unified,La Contenta Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,734,498,67.8%,531,72.3%,734,498,67.8%,531,72.3%,Y
2017-2018,36,67777,6106827,San Bernardino,Morongo Unified,Friendly Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,393,216,55.0%,232,59.0%,393,216,55.0%,232,59.0%,Y
2017-2018,36,67777,6109615,San Bernardino,Morongo Unified,Condor Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,562,118,21.0%,264,47.0%,562,118,21.0%,264,47.0%,Y
2017-2018,36,67777,6109623,San Bernardino,Morongo Unified,Landers Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,132,116,87.9%,122,92.4%,132,116,87.9%,122,92.4%,Y
2017-2018,36,67777,6113070,San Bernardino,Morongo Unified,Onaga Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,708,458,64.7%,493,69.6%,708,458,64.7%,493,69.6%,Y
2017-2018,36,67785,6036057,San Bernardino,Mountain View Elementary,Mountain View Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,482,290,60.2%,360,74.7%,468,282,60.3%,352,75.2%,Y
2017-2018,36,67785,6102909,San Bernardino,Mountain View Elementary,Grace Yokley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,884,420,47.5%,523,59.2%,884,420,47.5%,523,59.2%,Y
2017-2018,36,67785,6105449,San Bernardino,Mountain View Elementary,Creek View Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,586,251,42.8%,316,53.9%,573,246,42.9%,308,53.8%,Y
2017-2018,36,67785,6110050,San Bernardino,Mountain View Elementary,Ranch View Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,607,321,52.9%,369,60.8%,596,318,53.4%,365,61.2%,Y
2017-2018,36,67793,6036065,San Bernardino,Mt. Baldy Joint Elementary,Mt. Baldy Joint Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,94,21,22.3%,26,27.7%,94,21,22.3%,26,27.7%,Y
2017-2018,36,67801,0131888,San Bernardino,Needles Unified,Chemehuevi Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,45,40,88.9%,45,100.0%,44,39,88.6%,44,100.0%,Y
2017-2018,36,67801,0132720,San Bernardino,Needles Unified,Needles Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,12,6,6,100.0%,6,100.0%,6,6,100.0%,6,100.0%,Y
2017-2018,36,67801,3630266,San Bernardino,Needles Unified,Educational Training Center,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,15,12,80.0%,12,80.0%,9,7,77.8%,7,77.8%,Y
2017-2018,36,67801,3634169,San Bernardino,Needles Unified,Needles High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,238,149,62.6%,153,64.3%,228,140,61.4%,144,63.2%,Y
2017-2018,36,67801,6036115,San Bernardino,Needles Unified,Vista Colorado Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,421,324,77.0%,334,79.3%,414,318,76.8%,328,79.2%,Y
2017-2018,36,67801,6100929,San Bernardino,Needles Unified,Needles Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,244,163,66.8%,177,72.5%,244,163,66.8%,177,72.5%,Y
2017-2018,36,67819,0000001,San Bernardino,Ontario-Montclair,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,22,38.6%,22,38.6%,56,21,37.5%,21,37.5%,Y
2017-2018,36,67819,0100107,San Bernardino,Ontario-Montclair,Vista Grande Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,460,289,62.8%,338,73.5%,449,281,62.6%,329,73.3%,Y
2017-2018,36,67819,0100115,San Bernardino,Ontario-Montclair,Montera Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,571,446,78.1%,465,81.4%,552,430,77.9%,449,81.3%,Y
2017-2018,36,67819,6036123,San Bernardino,Ontario-Montclair,Arroyo Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,358,245,68.4%,286,79.9%,346,241,69.7%,281,81.2%,Y
2017-2018,36,67819,6036131,San Bernardino,Ontario-Montclair,Berlyn Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,782,586,74.9%,622,79.5%,759,569,75.0%,604,79.6%,Y
2017-2018,36,67819,6036149,San Bernardino,Ontario-Montclair,Bon View Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,698,511,73.2%,582,83.4%,682,501,73.5%,571,83.7%,Y
2017-2018,36,67819,6036156,San Bernardino,Ontario-Montclair,Buena Vista Arts-Integrated,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,403,205,50.9%,271,67.2%,383,195,50.9%,259,67.6%,Y
2017-2018,36,67819,6036164,San Bernardino,Ontario-Montclair,Central Language Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,709,436,61.5%,500,70.5%,706,433,61.3%,497,70.4%,Y
2017-2018,36,67819,6036172,San Bernardino,Ontario-Montclair,Corona Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,501,400,79.8%,424,84.6%,487,392,80.5%,416,85.4%,Y
2017-2018,36,67819,6036198,San Bernardino,Ontario-Montclair,Richard Haynes Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,788,577,73.2%,668,84.8%,776,569,73.3%,658,84.8%,Y
2017-2018,36,67819,6036206,San Bernardino,Ontario-Montclair,De Anza Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,568,434,76.4%,451,79.4%,568,434,76.4%,451,79.4%,Y
2017-2018,36,67819,6036214,San Bernardino,Ontario-Montclair,Del Norte Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,490,396,80.8%,414,84.5%,483,391,81.0%,408,84.5%,Y
2017-2018,36,67819,6036222,San Bernardino,Ontario-Montclair,Edison Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,771,455,59.0%,531,68.9%,754,447,59.3%,522,69.2%,Y
2017-2018,36,67819,6036230,San Bernardino,Ontario-Montclair,El Camino Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,434,319,73.5%,369,85.0%,422,309,73.2%,358,84.8%,Y
2017-2018,36,67819,6036248,San Bernardino,Ontario-Montclair,Elderberry Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,766,552,72.1%,579,75.6%,749,543,72.5%,567,75.7%,Y
2017-2018,36,67819,6036255,San Bernardino,Ontario-Montclair,Euclid Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,709,596,84.1%,626,88.3%,698,588,84.2%,617,88.4%,Y
2017-2018,36,67819,6036263,San Bernardino,Ontario-Montclair,Hawthorne Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,679,475,70.0%,549,80.9%,666,469,70.4%,543,81.5%,Y
2017-2018,36,67819,6036271,San Bernardino,Ontario-Montclair,Howard Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,589,469,79.6%,516,87.6%,573,456,79.6%,503,87.8%,Y
2017-2018,36,67819,6036289,San Bernardino,Ontario-Montclair,Ray Wiltsey Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,1128,858,76.1%,932,82.6%,1128,858,76.1%,932,82.6%,Y
2017-2018,36,67819,6036297,San Bernardino,Ontario-Montclair,Kingsley Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,624,497,79.6%,525,84.1%,609,487,80.0%,514,84.4%,Y
2017-2018,36,67819,6036305,San Bernardino,Ontario-Montclair,Lehigh Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,718,596,83.0%,623,86.8%,703,583,82.9%,610,86.8%,Y
2017-2018,36,67819,6036347,San Bernardino,Ontario-Montclair,Mariposa Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,5,641,534,83.3%,559,87.2%,623,520,83.5%,545,87.5%,Y
2017-2018,36,67819,6036354,San Bernardino,Ontario-Montclair,Mission Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,665,502,75.5%,526,79.1%,644,487,75.6%,510,79.2%,Y
2017-2018,36,67819,6036362,San Bernardino,Ontario-Montclair,Monte Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,608,392,64.5%,415,68.3%,597,386,64.7%,409,68.5%,Y
2017-2018,36,67819,6036370,San Bernardino,Ontario-Montclair,Moreno Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,6,534,369,69.1%,442,82.8%,518,358,69.1%,431,83.2%,Y
2017-2018,36,67819,6036388,San Bernardino,Ontario-Montclair,Ramona Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,752,535,71.1%,562,74.7%,736,526,71.5%,552,75.0%,Y
2017-2018,36,67819,6036404,San Bernardino,Ontario-Montclair,Serrano Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,772,580,75.1%,653,84.6%,772,580,75.1%,653,84.6%,Y
2017-2018,36,67819,6036412,San Bernardino,Ontario-Montclair,Sultana Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,P,6,758,606,79.9%,636,83.9%,733,591,80.6%,621,84.7%,Y
2017-2018,36,67819,6036420,San Bernardino,Ontario-Montclair,Vernon Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,708,530,74.9%,605,85.5%,708,530,74.9%,605,85.5%,Y
2017-2018,36,67819,6036438,San Bernardino,Ontario-Montclair,Vina Danks Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,664,472,71.1%,542,81.6%,664,472,71.1%,542,81.6%,Y
2017-2018,36,67819,6036446,San Bernardino,Ontario-Montclair,Vineyard Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,8,784,579,73.9%,687,87.6%,765,564,73.7%,670,87.6%,Y
2017-2018,36,67819,6096283,San Bernardino,Ontario-Montclair,Lincoln Elementary,Elementary School District,Special Education Schools (Public),Special Education School,CEP,No ,N/A,N/A,N,P,6,551,490,88.9%,521,94.6%,540,480,88.9%,510,94.4%,Y
2017-2018,36,67819,6113476,San Bernardino,Ontario-Montclair,Oaks Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,860,592,68.8%,709,82.4%,860,592,68.8%,709,82.4%,Y
2017-2018,36,67827,0111807,San Bernardino,Oro Grande Elementary,Mojave River Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0762,Directly funded,N,K,12,1405,1021,72.7%,1088,77.4%,1196,866,72.4%,925,77.3%,Y
2017-2018,36,67827,0113928,San Bernardino,Oro Grande Elementary,Riverside Preparatory,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0855,Locally funded,N,K,12,2333,1443,61.9%,1655,70.9%,2305,1428,62.0%,1637,71.0%,Y
2017-2018,36,67827,6036453,San Bernardino,Oro Grande Elementary,Oro Grande Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,109,96,88.1%,101,92.7%,109,96,88.1%,101,92.7%,Y
2017-2018,36,67843,0000000,San Bernardino,Redlands Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,173,86,49.7%,91,52.6%,147,74,50.3%,78,53.1%,Y
2017-2018,36,67843,0000001,San Bernardino,Redlands Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,3,60.0%,3,60.0%,5,3,60.0%,3,60.0%,Y
2017-2018,36,67843,0102558,San Bernardino,Redlands Unified,Beattie Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1160,586,50.5%,660,56.9%,1160,586,50.5%,660,56.9%,Y
2017-2018,36,67843,0107888,San Bernardino,Redlands Unified,Highland Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,523,261,49.9%,310,59.3%,512,254,49.6%,302,59.0%,Y
2017-2018,36,67843,0110569,San Bernardino,Redlands Unified,Judson & Brown Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,553,237,42.9%,259,46.8%,541,234,43.3%,256,47.3%,Y
2017-2018,36,67843,0118802,San Bernardino,Redlands Unified,Citrus Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2168,995,45.9%,1174,54.2%,2097,958,45.7%,1127,53.7%,Y
2017-2018,36,67843,0123851,San Bernardino,Redlands Unified,Mission Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,561,350,62.4%,397,70.8%,553,344,62.2%,391,70.7%,Y
2017-2018,36,67843,0127837,San Bernardino,Redlands Unified,Redlands eAcademy,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,12,100,36,36.0%,36,36.0%,97,35,36.1%,35,36.1%,Y
2017-2018,36,67843,3630779,San Bernardino,Redlands Unified,Redlands East Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2154,1017,47.2%,1180,54.8%,2109,999,47.4%,1159,55.0%,Y
2017-2018,36,67843,3630928,San Bernardino,Redlands Unified,Grove,Unified School District,High Schools (Public),Traditional,N/A,Yes,0180,Directly funded,N,7,12,224,30,13.4%,34,15.2%,221,30,13.6%,34,15.4%,Y
2017-2018,36,67843,3634995,San Bernardino,Redlands Unified,Orangewood High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,213,159,74.6%,172,80.8%,173,132,76.3%,140,80.9%,Y
2017-2018,36,67843,3635042,San Bernardino,Redlands Unified,Redlands Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2325,1036,44.6%,1193,51.3%,2235,993,44.4%,1143,51.1%,Y
